name,artist,colourid,colour,collectornum,expansion,hexval
Putrefy,Igor Kieryluk,"['B', 'G']","['B', 'G']",93,DGM,"#374031
#7E8C5E
#687351
#A6A48F
#262625"
Ral Zarek,Eric Deschamps,"['R', 'U']","['R', 'U']",94,DGM,"#2C7BBF
#252617
#F2D95C
#A68446
#F23A29"
Reap Intellect,Steven Belledin,"['B', 'U']","['B', 'U']",95,DGM,"#27418C
#223059
#4E74BF
#0F1926
#A67356"
Render Silent,Matt Stewart,"['U', 'W']","['U', 'W']",96,DGM,"#2A3659
#3258A6
#3D90D9
#419FD9
#62B7D9"
Restore the Peace,Kev Walker,"['U', 'W']","['U', 'W']",97,DGM,"#544C73
#BF9775
#8C5E4D
#A64E46
#262626"
Rot Farm Skeleton,Maciej Kuciara,"['B', 'G']","['B', 'G']",98,DGM,"#D6D979
#BFA760
#8C7345
#BFA575
#40392D"
"Ruric Thar, the Unbowed",Tyler Jacobson,"['G', 'R']","['G', 'R']",99,DGM,"#BF9969
#A66844
#401F13
#8C5642
#73221A"
Savageborn Hydra,Raymond Swanland,"['G', 'R']","['G', 'R']",100,DGM,"#D9D2B0
#D9BE6C
#A67841
#593C22
#BF612A"
Scab-Clan Giant,Zoltan Boros,"['G', 'R']","['G', 'R']",101,DGM,"#A68B3C
#73612D
#D9B88F
#A6886D
#BF532C"
Showstopper,Steve Prescott,"['B', 'R']","['B', 'R']",102,DGM,"#8C4265
#F28F38
#F27830
#D94B2B
#BF4545"
Sin Collector,Mike Bierek,"['B', 'W']","['B', 'W']",103,DGM,"#8B63A6
#F2DF80
#A68053
#F2D0A7
#D97F77"
Sire of Insanity,Peter Mohrbacher,"['B', 'R']","['B', 'R']",104,DGM,"#F2E18D
#F2B05E
#BF6F41
#592E1E
#A62C21"
Species Gorger,Min Yum,"['G', 'U']","['G', 'U']",105,DGM,"#6D80A6
#403E22
#BFA041
#A68F4B
#8C683B"
Spike Jester,Ryan Barger,"['B', 'R']","['B', 'R']",106,DGM,"#8C3E5B
#D9BC66
#A68263
#A65233
#F24949"
"Tajic, Blade of the Legion",James Ryman,"['R', 'W']","['R', 'W']",107,DGM,"#F2DB94
#BFA065
#8C6746
#D95D41
#BF2A2A"
"Teysa, Envoy of Ghosts",Karla Ortiz,"['B', 'W']","['B', 'W']",108,DGM,"#0C0D0A
#BF8450
#734930
#D9A59A
#8C6C6C"
Tithe Drinker,Slawomir Maniak,"['B', 'W']","['B', 'W']",109,DGM,"#1F261C
#F2B263
#BF6430
#401D16
#73261F"
Trostani's Summoner,Howard Lyon,"['G', 'W']","['G', 'W']",110,DGM,"#D9BE36
#594B1E
#D9A23D
#F2D399
#A66E29"
Unflinching Courage,Mike Bierek,"['G', 'W']","['G', 'W']",111,DGM,"#8F77A6
#D4D952
#BFAB45
#735127
#59341E"
"Varolz, the Scar-Striped",Adam Paquette,"['B', 'G']","['B', 'G']",112,DGM,"#D9BC66
#735C3F
#403023
#BF622C
#8C331F"
Viashino Firstblade,Matt Stewart,"['R', 'W']","['R', 'W']",113,DGM,"#D9B97E
#BF935E
#593F28
#A66E4E
#591D1D"
Voice of Resurgence,Winona Nelson,"['G', 'W']","['G', 'W']",114,DGM,"#D4D943
#BFA730
#F2E8B6
#A68729
#594918"
Vorel of the Hull Clade,Mike Bierek,"['G', 'U']","['G', 'U']",115,DGM,"#BF8A49
#8C5B30
#402515
#D95323
#A6281C"
Warleader's Helix,Greg Staples,"['R', 'W']","['R', 'W']",116,DGM,"#F2D8A7
#F2BC79
#BF7449
#8C4C35
#A63429"
Warped Physique,Karl Kopinski,"['B', 'U']","['B', 'U']",117,DGM,"#AAA3D9
#7775BF
#465173
#D9AE89
#A66D58"
Woodlot Crawler,Greg Staples,"['B', 'U']","['B', 'U']",118,DGM,"#2F4027
#678C42
#8C7B46
#A69A76
#D9D0C5"
Zhur-Taa Ancient,Adam Paquette,"['G', 'R']","['G', 'R']",119,DGM,"#252617
#D9C382
#F2D0A7
#BF8C60
#8C452B"
Zhur-Taa Druid,Mark Winters,"['G', 'R']","['G', 'R']",120,DGM,"#91BF4B
#D8F2A0
#E1F2BD
#402B18
#8C6849"
Azorius Cluestone,Raoul Vitale,"['U', 'W']",[],136,DGM,"#3A668C
#3C5E73
#D9B779
#735632
#D9B589"
Boros Cluestone,Raoul Vitale,"['R', 'W']",[],137,DGM,"#D9A362
#D9A171
#BF6430
#734F43
#59261B"
Dimir Cluestone,Raoul Vitale,"['B', 'U']",[],138,DGM,"#3F598C
#4E7DA6
#7EADBF
#262314
#BF8B4B"
Golgari Cluestone,Raoul Vitale,"['B', 'G']",[],139,DGM,"#F2DC6D
#735E1F
#D9B855
#59492A
#A68A58"
Gruul Cluestone,Raoul Vitale,"['G', 'R']",[],140,DGM,"#735724
#8C582A
#402C1A
#D9A273
#A62929"
Izzet Cluestone,Raoul Vitale,"['R', 'U']",[],141,DGM,"#D9A25F
#D98B48
#593622
#A64826
#8C2C23"
Orzhov Cluestone,Raoul Vitale,"['B', 'W']",[],142,DGM,"#524373
#A66226
#A67A53
#593520
#A67968"
Rakdos Cluestone,Raoul Vitale,"['B', 'R']",[],143,DGM,"#BF8034
#402B19
#A6592D
#A63429
#732720"
Selesnya Cluestone,Raoul Vitale,"['G', 'W']",[],144,DGM,"#8C7327
#D9B166
#D9AB73
#593F27
#8C4C27"
Simic Cluestone,Raoul Vitale,"['G', 'U']",[],145,DGM,"#8C8635
#736E2C
#BF925A
#734A26
#402915"
Azorius Guildgate,Drew Baker,"['U', 'W']",[],146,DGM,"#252617
#F2D272
#F2CC85
#BF9765
#8C7968"
Boros Guildgate,Noah Bradley,"['R', 'W']",[],147,DGM,"#F2E63D
#F2D43D
#F2B035
#F28B30
#BF522A"
Dimir Guildgate,Cliff Childs,"['B', 'U']",[],148,DGM,"#6B71F2
#7180D9
#23261D
#BBBF9F
#8C8C77"
Golgari Guildgate,Eytan Zana,"['B', 'G']",[],149,DGM,"#252617
#D9B855
#D9C382
#8C7345
#F27C38"
Gruul Guildgate,Randy Gallegos,"['G', 'R']",[],150,DGM,"#242614
#BBBF4B
#D9C76C
#F2E8B3
#8C783B"
Izzet Guildgate,Noah Bradley,"['R', 'U']",[],151,DGM,"#6368BF
#8491D9
#253659
#F23A29
#A64444"
Maze's End,Cliff Childs,[],[],152,DGM,"#F2DEA0
#262015
#D9BFA0
#A6886D
#594336"
Orzhov Guildgate,John Avon,"['B', 'W']",[],153,DGM,"#3F3B59
#7275A6
#2C2F40
#9AC1D9
#D98C4A"
Rakdos Guildgate,Eytan Zana,"['B', 'R']",[],154,DGM,"#F2E63D
#F2B035
#F2762E
#F23322
#A62F24"
Selesnya Guildgate,Howard Lyon,"['G', 'W']",[],155,DGM,"#5478BF
#8498BF
#A6922E
#BF9E75
#A64B37"
Simic Guildgate,Svetlin Velinov,"['G', 'U']",[],156,DGM,"#7595BF
#F2E394
#BFA575
#8C6746
#A62929"
Blade Instructor,Zoltan Boros,['W'],['W'],1,GRN,"#C2E0F2
#95B3BF
#A6771F
#8C5626
#73261F"
Bounty Agent,Randy Vargas,['W'],['W'],2,GRN,"#F2C9D4
#3B7D8C
#77A1A6
#1E2620
#8C625E"
Candlelight Vigil,Alexander Forssberg,['W'],['W'],3,GRN,"#5D3B8C
#191C59
#121440
#F2B544
#D98C4A"
Citywide Bust,Victor Adame Minguez,['W'],['W'],4,GRN,"#A6122D
#F2C12E
#F2A766
#F2541B
#BF7973"
Collar the Culprit,Victor Adame Minguez,['W'],['W'],5,GRN,"#A60522
#60731D
#BF712C
#BF4417
#A65E4E"
Conclave Tribunal,Seb McKinnon,['W'],['W'],6,GRN,"#D9B341
#BF871F
#D9AB82
#8C3B0B
#590E07"
Crush Contraband,Jason A. Engle,['W'],['W'],7,GRN,"#F2AE30
#F2CF8D
#F28F38
#A64B29
#8C3535"
Dawn of Hope,Sung Choi,['W'],['W'],8,GRN,"#3C4C59
#17261E
#F2EDA0
#F2C288
#A6705D"
Demotion,Joe Slucher,['W'],['W'],9,GRN,"#A61C35
#F2D649
#D9B036
#BF8417
#735939"
Divine Visitation,Victor Adame Minguez,['W'],['W'],10,GRN,"#7C568C
#F2DFA7
#A65814
#F2B47E
#BF8D7A"
Flight of Equenauts,Zezhou Chen,['W'],['W'],11,GRN,"#495F73
#3F402C
#BF9341
#F2D0A7
#BF7B54"
Gird for Battle,Jakub Kasper,['W'],['W'],12,GRN,"#D99036
#F2D0A7
#8C4A0F
#593718
#D9411E"
Haazda Marshal,Josh Hass,['W'],['W'],13,GRN,"#8C3545
#3D7373
#BF8A49
#A66641
#BF5D39"
Healer's Hawk,Milivoj Ä†eran,['W'],['W'],14,GRN,"#4EBFD9
#8BD1D9
#D9B95B
#40392C
#A67951"
Hunted Witness,David Palumbo,['W'],['W'],15,GRN,"#593643
#3B3659
#8180A6
#E4E4F2
#0D0D0D"
Inspiring Unicorn,Even Amundsen,['W'],['W'],16,GRN,"#5D91A6
#346773
#152625
#69731D
#736436"
Intrusive Packbeast,Jason Felix,['W'],['W'],17,GRN,"#731022
#BF0B4D
#8C713E
#733A19
#BF8563"
Ledev Guardian,Kimonas Theodossiou,['W'],['W'],18,GRN,"#7E778C
#9A99BF
#A67A29
#A67E4E
#A65E44"
Light of the Legion,Alex Konstad,['W'],['W'],19,GRN,"#F2C894
#F2955E
#F28B66
#732922
#A63D33"
Loxodon Restorer,Svetlin Velinov,['W'],['W'],20,GRN,"#594A1C
#A6761C
#A68965
#736356
#D9CAC5"
Luminous Bonds,Mark Behm,['W'],['W'],21,GRN,"#BF1120
#5E5BA6
#BF771F
#F21313
#731616"
Parhelion Patrol,Even Amundsen,['W'],['W'],22,GRN,"#69868C
#F2BC57
#F2D6B3
#D98841
#A65526"
Righteous Blow,Izzy,['W'],['W'],23,GRN,"#F2D6B3
#593E2E
#F2B28D
#8C5845
#A63126"
Roc Charger,Titus Lunter,['W'],['W'],24,GRN,"#3498BF
#8C7561
#8C4820
#D98673
#F2DAD8"
Skyline Scout,Paul Scott Canavan,['W'],['W'],25,GRN,"#F2C029
#F2E2C4
#D97904
#D98C4A
#BF8F73"
Sunhome Stalwart,Matt Stewart,['W'],['W'],26,GRN,"#5A4073
#312640
#7C76A6
#BF9E75
#BF6956"
Sworn Companions,Jason Rainville,['W'],['W'],27,GRN,"#AABFAC
#F2E4BB
#A67F37
#BF5B21
#402116"
Take Heart,Lucas Graciano,['W'],['W'],28,GRN,"#F2CA50
#F2BB77
#8C5B30
#F2A679
#F26363"
Tenth District Guard,Craig J Spearing,['W'],['W'],29,GRN,"#5A6773
#8697A6
#F2D785
#BF9850
#8C612B"
Venerated Loxodon,Zack Stella,['W'],['W'],30,GRN,"#3F7327
#D5D95B
#BF8924
#734F24
#A6774E"
Capture Sphere,Mark Behm,['U'],['U'],31,GRN,"#265DA6
#446EA6
#ACD1F2
#8F9FA6
#D97218"
Chemister's Insight,Josh Hass,['U'],['U'],32,GRN,"#3C2D73
#1C588C
#79C4F2
#347373
#17A67D"
Citywatch Sphinx,Magali Villeneuve,['U'],['U'],33,GRN,"#26528C
#2E4559
#BF8845
#BF8E63
#A65C32"
Dazzling Lights,Robbie Trevino,['U'],['U'],34,GRN,"#6588A6
#025E73
#04ADBF
#037F8C
#04BFBF"
Devious Cover-Up,Micah Epstein,['U'],['U'],35,GRN,"#2E4CA6
#375CA6
#324359
#ADC0D9
#7B92A6"
Dimir Informant,Lucas Graciano,['U'],['U'],36,GRN,"#385773
#8697A6
#090D0C
#F2CCB6
#D9A3A3"
Disdainful Stroke,Deruchenko Alexander,['U'],['U'],37,GRN,"#033E8C
#0D518C
#048ABF
#04B2D9
#218DA6"
Dream Eater,Daarken,['U'],['U'],38,GRN,"#193559
#042623
#027353
#01402E
#D4D959"
Drowned Secrets,Alexander Forssberg,['U'],['U'],39,GRN,"#18608C
#3791A6
#0C4022
#736D1A
#F2E6C2"
Enhanced Surveillance,Grzegorz Rutkowski,['U'],['U'],40,GRN,"#DFE5F2
#212621
#F2D377
#A65F21
#592014"
Guild Summit,Sidharth Chaturvedi,['U'],['U'],41,GRN,"#A3A5D9
#4453A6
#C4D0F2
#364559
#8596A6"
Leapfrog,Aaron Miller,['U'],['U'],42,GRN,"#B0B2D9
#8688A6
#0D2D8C
#08428C
#41BFBF"
Maximize Altitude,Mike Bierek,['U'],['U'],43,GRN,"#4895D9
#22B7F2
#3DC9D9
#D99066
#8C3535"
Mission Briefing,Matt Stewart,['U'],['U'],44,GRN,"#11468C
#143D73
#0F2940
#347EBF
#5D848C"
Murmuring Mystic,Mark Winters,['U'],['U'],45,GRN,"#04738C
#037F8C
#0AA6A6
#4D7368
#594C3C"
Muse Drake,Titus Lunter,['U'],['U'],46,GRN,"#D5DCF2
#8AA6BF
#D9BD9C
#BF533B
#BF2C2C"
Narcomoeba,Howard Lyon,['U'],['U'],47,GRN,"#3C5FA6
#1D4273
#122640
#4B72A6
#88C1F2"
Nightveil Sprite,Uriah Voth,['U'],['U'],48,GRN,"#BF9FB4
#023E73
#023859
#732C26
#A68080"
Omnispell Adept,Jason Rainville,['U'],['U'],49,GRN,"#079DD9
#025E73
#04ADBF
#BF6415
#D9430D"
Passwall Adept,John Thacker,['U'],['U'],50,GRN,"#553B8C
#7C68A6
#A7AED9
#56688C
#1A2624"
Quasiduplicate,Dmitry Burmak,['U'],['U'],51,GRN,"#3370A6
#1B778C
#63BFB6
#BF7E45
#A65E44"
Radical Idea,Izzy,['U'],['U'],52,GRN,"#731034
#422C73
#495B73
#1B2624
#BF8173"
Selective Snare,Alex Konstad,['U'],['U'],53,GRN,"#733D56
#0A3EA6
#085CA6
#1F98A6
#147373"
Sinister Sabotage,Mathias Kollros,['U'],['U'],54,GRN,"#3A238C
#8A92BF
#A9CBD9
#54828C
#A6261B"
Thoughtbound Phantasm,Johann Bodin,['U'],['U'],55,GRN,"#689BA6
#315952
#1A2624
#648C81
#1E593E"
Unexplained Disappearance,Izzy,['U'],['U'],56,GRN,"#232240
#849EBF
#4D6173
#20261D
#8C5F4F"
Vedalken Mesmerist,Zezhou Chen,['U'],['U'],57,GRN,"#2E56A6
#0A4B73
#3F89A6
#735929
#A65B1B"
Wall of Mist,Tianhua X,['U'],['U'],58,GRN,"#163359
#2D5873
#42778C
#1C3940
#C1D9CB"
Watcher in the Mist,Ryan Yee,['U'],['U'],59,GRN,"#D9C5C9
#23261F
#736D53
#A6977B
#594022"
Wishcoin Crab,James Paick,['U'],['U'],60,GRN,"#123159
#194759
#1FA2BF
#F2BB16
#F2D1B3"
Barrier of Bones,Vincent Proce,['B'],['B'],61,GRN,"#243E73
#2C3F59
#4F698C
#8EA3BF
#223240"
Bartizan Bats,Nils Hamm,['B'],['B'],62,GRN,"#A9BF93
#858C4F
#59462E
#A6530A
#8C2F0D"
Blood Operative,Livia Prima,['B'],['B'],63,GRN,"#142426
#F2E7C4
#D9BCA3
#F2A172
#8C391B"
Burglar Rat,Tyler Walpole,['B'],['B'],64,GRN,"#1C2620
#F2C84B
#D9BD89
#A68358
#F27329"
Child of Night,Igor Kieryluk,['B'],['B'],65,GRN,"#44428C
#4D5A73
#60A67E
#1A261C
#D91E1E"
Creeping Chill,Wisnu Tan,['B'],['B'],66,GRN,"#D96F32
#592519
#BF8275
#8C5D58
#262626"
Dead Weight,Lake Hurwitz,['B'],['B'],67,GRN,"#F2B33D
#8C6637
#731B07
#D93611
#400D0D"
Deadly Visit,Scott Murphy,['B'],['B'],68,GRN,"#5C5F73
#232F40
#65858C
#242620
#D5D9B8"
Doom Whisperer,Vincent Proce,['B'],['B'],69,GRN,"#1F438C
#113059
#6F92BF
#111E26
#306073"
Douser of Lights,Darek Zabrocki,['B'],['B'],70,GRN,"#17A663
#208C5A
#BF7E04
#F2A71B
#8C540F"
Gruesome Menagerie,Yeong-Hao Han,['B'],['B'],71,GRN,"#192624
#5F7366
#36593C
#90A680
#7EA656"
Hired Poisoner,Joe Slucher,['B'],['B'],72,GRN,"#692073
#3B3C40
#88898C
#0A0D0C
#2A5914"
Kraul Swarm,Jehan Choo,['B'],['B'],73,GRN,"#364014
#96A61C
#818C2A
#9FA66A
#8C391B"
Lotleth Giant,Alex Konstad,['B'],['B'],74,GRN,"#6C548C
#278C8C
#0D403B
#32A69A
#297349"
Mausoleum Secrets,Adam Paquette,['B'],['B'],75,GRN,"#1B2622
#F2D6A2
#736B5D
#BF4D0B
#A6511F"
Mephitic Vapors,Darek Zabrocki,['B'],['B'],76,GRN,"#55A6D9
#30BAD9
#026873
#03A6A6
#027368"
Midnight Reaper,Sidharth Chaturvedi,['B'],['B'],77,GRN,"#4A5955
#1B2622
#0A0D0C
#81A698
#5F7366"
Moodmark Painter,Scott Murphy,['B'],['B'],78,GRN,"#1C3940
#486B73
#8C7E3A
#736332
#734022"
Necrotic Wound,Randy Vargas,['B'],['B'],79,GRN,"#A68698
#074073
#172426
#025939
#03733F"
Never Happened,Aaron Miller,['B'],['B'],80,GRN,"#24148C
#3B3C59
#27418C
#5080BF
#A2CDF2"
Pilfering Imp,Igor Kieryluk,['B'],['B'],81,GRN,"#4C5D73
#C7CFD9
#595739
#8C845D
#735D1D"
Plaguecrafter,Anna Steinbauer,['B'],['B'],82,GRN,"#9A6DA6
#2B2073
#182240
#141C26
#6F96A6"
Price of Fame,Winona Nelson,['B'],['B'],83,GRN,"#453073
#605F73
#A7C1D9
#070C0D
#BFAB9F"
Ritual of Soot,Dimitar Marinski,['B'],['B'],84,GRN,"#192624
#D9910D
#D97D0D
#A68863
#732222"
Severed Strands,Zack Stella,['B'],['B'],85,GRN,"#73226D
#8599A6
#17261E
#736027
#73462C"
Spinal Centipede,Zezhou Chen,['B'],['B'],86,GRN,"#498C53
#2D402C
#73612D
#8C1E14
#D98179"
Undercity Necrolisk,Tomasz Jedruszek,['B'],['B'],87,GRN,"#66C4D9
#5FCDD9
#68A6A0
#1B2624
#65A688"
Veiled Shade,Anna Steinbauer,['B'],['B'],88,GRN,"#A3BFBF
#090D0A
#314035
#73622F
#594725"
Vicious Rumors,David Palumbo,['B'],['B'],89,GRN,"#A67280
#0A0D0B
#8C6330
#734E39
#592A2A"
Whispering Snitch,Jason Rainville,['B'],['B'],90,GRN,"#1A2624
#164034
#8C7446
#73463C
#D9ADA9"
Arclight Phoenix,Slawomir Maniak,['R'],['R'],91,GRN,"#A60832
#BC429F
#F2DCF1
#2C118C
#251973"
Barging Sergeant,Filip Burburan,['R'],['R'],92,GRN,"#8C3555
#747A8C
#BF7A24
#D9B596
#A66E4E"
Book Devourer,Kev Walker,['R'],['R'],93,GRN,"#A61C35
#59202B
#F2E0C9
#F29F80
#D95555"
Command the Storm,Jason Rainville,['R'],['R'],94,GRN,"#D97823
#A66658
#593C39
#BF1111
#F2F2F2"
Cosmotronic Wave,Titus Lunter,['R'],['R'],95,GRN,"#F2C9D8
#D973B5
#B18FBF
#834EA6
#73573F"
Direct Current,Dan Scott,['R'],['R'],96,GRN,"#D91122
#A60F2B
#731A2B
#D96299
#3F618C"
Electrostatic Field,Dan Scott,['R'],['R'],97,GRN,"#2B1C8C
#2621A6
#4146A6
#1E91D9
#44C1F2"
Erratic Cyclops,Milivoj Ä†eran,['R'],['R'],98,GRN,"#BF8892
#F2A81D
#F27F1B
#F26716
#F23E16"
Experimental Frenzy,Simon Dominic,['R'],['R'],99,GRN,"#6451A6
#4D628C
#735026
#F2BB77
#D91414"
Fearless Halberdier,Suzanne Helmigh,['R'],['R'],100,GRN,"#F2D06B
#D9B166
#8C4A0F
#F26716
#8C1E14"
Fire Urchin,Deruchenko Alexander,['R'],['R'],101,GRN,"#A60825
#163573
#F2B807
#F28907
#D90D0D"
Goblin Banneret,Viktor Titov,['R'],['R'],102,GRN,"#706C8C
#8FBF78
#517338
#F28177
#73403C"
Goblin Cratermaker,Svetlin Velinov,['R'],['R'],103,GRN,"#AAADBF
#466B73
#734F22
#A66844
#BF3F34"
Goblin Locksmith,Mark Behm,['R'],['R'],104,GRN,"#929CA6
#C1D2D9
#A69129
#8C711F
#73541A"
Gravitic Punch,Randy Vargas,['R'],['R'],105,GRN,"#591824
#63268C
#410B8C
#6A8FA6
#D9A79C"
Hellkite Whelp,Johann Bodin,['R'],['R'],106,GRN,"#2D403E
#F2A03D
#D98162
#BFADA8
#A66963"
Inescapable Blaze,Steve Argyle,['R'],['R'],107,GRN,"#D9072D
#F2CC0F
#F2A007
#F2780C
#F24B0F"
Lava Coil,Wesley Burt,['R'],['R'],108,GRN,"#A60D29
#687E8C
#F27507
#F24B0F
#F21D1D"
Legion Warboss,Alex Konstad,['R'],['R'],109,GRN,"#732944
#D97E9F
#A6728A
#BFA556
#F2DEA2"
Maniacal Rage,Heonhwa Choe,['R'],['R'],110,GRN,"#F2A922
#F28F38
#D96A29
#A63E26
#732424"
Maximize Velocity,Svetlin Velinov,['R'],['R'],111,GRN,"#8C6620
#593A2E
#F24535
#D9564A
#8C5954"
Ornery Goblin,Johann Bodin,['R'],['R'],112,GRN,"#26151F
#BF99AE
#72A68E
#F2D0C4
#D97979"
Risk Factor,Chris Seaman,['R'],['R'],113,GRN,"#D91438
#73244F
#F2B441
#F2913D
#F26D3D"
Rubblebelt Boar,Tomasz Jedruszek,['R'],['R'],114,GRN,"#C7D93D
#B3BF5A
#BFB375
#A66641
#D9A796"
Runaway Steam-Kin,Jason Felix,['R'],['R'],115,GRN,"#2F1C59
#806FA6
#F2C288
#F27F1B
#8C3420"
Smelt-Ward Minotaur,Wisnu Tan,['R'],['R'],116,GRN,"#A62E38
#F2AC57
#F26938
#D9BEB4
#A66A65"
Street Riot,Tomasz Jedruszek,['R'],['R'],117,GRN,"#B4C0D9
#324759
#6D90A6
#D98218
#D95A11"
Sure Strike,Steve Argyle,['R'],['R'],118,GRN,"#730A26
#730260
#520773
#21118C
#B3DAF2"
Torch Courier,Mark Zug,['R'],['R'],119,GRN,"#7B9EA6
#BFA041
#8C6B2E
#59492C
#BF491F"
Wojek Bodyguard,Tyler Walpole,['R'],['R'],120,GRN,"#8C2A32
#324E73
#1A2E40
#D9B036
#F22613"
Affectionate Indrik,Steve Prescott,['G'],['G'],121,GRN,"#732944
#5E6D8C
#C3A865
#DCE4F2
#593C32"
Arboretum Elemental,James Paick,['G'],['G'],122,GRN,"#5C5D73
#A3A4BF
#32401D
#7B8C56
#AEBF2A"
Beast Whisperer,Matt Stewart,['G'],['G'],123,GRN,"#59343E
#A69024
#8C7327
#BFA77A
#8C5E35"
Bounty of Might,Even Amundsen,['G'],['G'],124,GRN,"#7395D9
#B3C8F2
#3B74BF
#176A73
#1E592D"
Circuitous Route,Milivoj Ä†eran,['G'],['G'],125,GRN,"#B4D2D9
#4DA624
#9DBF21
#BF920A
#BF7111"
Crushing Canopy,Simon Dominic,['G'],['G'],126,GRN,"#A55DA6
#B988BF
#5E7314
#57590B
#73412F"
Devkarin Dissident,Mark Zug,['G'],['G'],127,GRN,"#A7C6D9
#819FA6
#516F73
#BFAE7A
#8C693E"
District Guide,Tianhua X,['G'],['G'],128,GRN,"#223D40
#557362
#C8D9B8
#CAD9A9
#734A19"
Generous Stray,Milivoj Ä†eran,['G'],['G'],129,GRN,"#C6C5D9
#81A632
#D99923
#D9851E
#BF5F0B"
Golgari Raiders,David Palumbo,['G'],['G'],130,GRN,"#2C4459
#517C8C
#467356
#BAD94A
#D0D98B"
Grappling Sundew,Sung Choi,['G'],['G'],131,GRN,"#C5C8D9
#F2B138
#D98825
#D95525
#8C3535"
Hatchery Spider,Livia Prima,['G'],['G'],132,GRN,"#37A6A6
#142621
#345944
#1C8C43
#4A8C54"
Hitchclaw Recluse,Mike Bierek,['G'],['G'],133,GRN,"#192621
#F2F2F0
#EEF279
#D9D277
#8C8A6C"
Ironshell Beetle,Kev Walker,['G'],['G'],134,GRN,"#4B8C1C
#688C45
#98BF0B
#D5D977
#D7D9B0"
Kraul Foragers,Aaron Miller,['G'],['G'],135,GRN,"#99BFF2
#4C591E
#94A60A
#677310
#D2D90B"
Kraul Harpooner,Kev Walker,['G'],['G'],136,GRN,"#164038
#4BA684
#33A670
#34BF70
#BBD979"
Might of the Masses,Alex Konstad,['G'],['G'],137,GRN,"#242F73
#379BA6
#0A732F
#15592D
#2DA63F"
Nullhide Ferox,Filip Burburan,['G'],['G'],138,GRN,"#4C4659
#A69D26
#A69F46
#BFB47E
#735319"
Pack's Favor,Lius Lasahido,['G'],['G'],139,GRN,"#8D95A6
#D3D9C5
#73612C
#594022
#A65C32"
Pause for Reflection,Alayna Danner,['G'],['G'],140,GRN,"#6A8FA6
#9AC7D9
#D98032
#BF4F26
#732F29"
Pelt Collector,Zoltan Boros,['G'],['G'],141,GRN,"#B8C0D9
#708C74
#BF8F36
#BF702A
#733A2D"
Portcullis Vine,James Paick,['G'],['G'],142,GRN,"#6A5D79
#2F4015
#3E5902
#658C0F
#97BF04"
Prey Upon,G-host Lee,['G'],['G'],143,GRN,"#9DBF7A
#232617
#7E8C11
#F2E307
#BF532C"
Siege Wurm,Filip Burburan,['G'],['G'],144,GRN,"#694573
#516B8C
#A3C4D9
#8C7E37
#8C452B"
Sprouting Renewal,James Paick,['G'],['G'],145,GRN,"#102612
#1B4016
#6E8C2B
#A69853
#F2D5A0"
Urban Utopia,Jedd Chevrier,['G'],['G'],146,GRN,"#3D5A73
#93ABBF
#9BBF5C
#D9A714
#8C5E26"
Vigorspore Wurm,Jason Felix,['G'],['G'],147,GRN,"#163A59
#4992BF
#3C92A6
#A0BF80
#455927"
Vivid Revival,Yeong-Hao Han,['G'],['G'],148,GRN,"#142621
#50593E
#A69B7B
#F2CC85
#F2E9D8"
Wary Okapi,Jason Felix,['G'],['G'],149,GRN,"#8C7530
#F2A30F
#D97C0B
#D95204
#8C3414"
Wild Ceratok,Svetlin Velinov,['G'],['G'],150,GRN,"#30BAD9
#21AFBF
#8C651C
#734014
#592715"
Artful Takedown,Mike Bierek,"['B', 'U']","['B', 'U']",151,GRN,"#65818C
#172426
#F2EEAC
#F2ECCE
#A69472"
Assassin's Trophy,Seb McKinnon,"['B', 'G']","['B', 'G']",152,GRN,"#F2CA50
#F2E1AC
#BF771F
#593E1D
#A65814"
"Aurelia, Exemplar of Justice",Chris Rahn,"['R', 'W']","['R', 'W']",153,GRN,"#F2B05E
#F27F3D
#D99873
#A65B4B
#591E1E"
Beacon Bolt,Titus Lunter,"['R', 'U']","['R', 'U']",154,GRN,"#D91136
#A0C4F2
#273B40
#F2D194
#BF9278"
Beamsplitter Mage,Svetlin Velinov,"['R', 'U']","['R', 'U']",155,GRN,"#BF4B60
#F277B0
#F2A0C6
#4F868C
#8C322A"
Boros Challenger,Gabor Szikszai,"['R', 'W']","['R', 'W']",156,GRN,"#A61C41
#591B2B
#BFA3B5
#A193BF
#D96E30"
Camaraderie,Sidharth Chaturvedi,"['G', 'W']","['G', 'W']",157,GRN,"#5E88BF
#748C1B
#A69C1B
#F2DCC2
#F2AB6D"
Centaur Peacemaker,Raoul Vitale,"['G', 'W']","['G', 'W']",158,GRN,"#BF9004
#D9B166
#D97C0B
#8C4A0F
#D93D04"
Chance for Glory,Bram Sels,"['R', 'W']","['R', 'W']",159,GRN,"#8C4A63
#4F3673
#D9985F
#D99379
#8C3D35"
Charnel Troll,Daniel Ljunggren,"['B', 'G']","['B', 'G']",160,GRN,"#213A40
#698C7C
#688C5E
#9CA68F
#D9CBA3"
Conclave Cavalier,Tomasz Jedruszek,"['G', 'W']","['G', 'W']",161,GRN,"#89B3D9
#9EA694
#F2911B
#D96725
#A6442E"
Conclave Guildmage,Jason Rainville,"['G', 'W']","['G', 'W']",162,GRN,"#EEF266
#F2EC99
#D9B814
#A67F37
#733E1F"
